child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q110984	Emma of Blois	4	[Q111617 'Theobald I, Count of Blois'] ; [Q111619 'Luitgarde of Vermandois'] ; [Q205591 'Luitgardis'] ; [Q206184 'Thibaud II le Tricheur, comte de Blois']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111623	Odo I, Count of Blois	4	[Q111617 'Theobald I, Count of Blois'] ; [Q111619 'Luitgarde of Vermandois'] ; [Q205591 'Luitgardis'] ; [Q206184 'Thibaud II le Tricheur, comte de Blois']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111637	Ermentrude of Roucy	4	[Q112590 'Renaud of Roucy'] ; [Q112592 'Alberade of Lorraine' = Q206654 'Alberade de Lothringen (Lorraine) von Hennegau von Hainault de Roucy, Countess of Lorraine'] ; [Q205323 'Ragenold (Renaud) I de Rheims 1st conde palatin, Comte de Roucy and de Rheims']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q112592+Q206654: same given name and every surname token matches as a spelling variant ('Alberade of Lorraine' / 'Alberade de Lothringen (Lorraine) von Hennegau von Hainault de Roucy, Countess of Lorraine')
Q111659	Clementia of Aquitaine	4	[Q110994 'William VII, Duke of Aquitaine'] ; [Q111657 'Ermesinde of Lotharingia'] ; [Q205418 'Ermesinde I de Longwy, Duchess of Aquitaine'] ; [Q207060 'Pierre Guillaume 'l'Aigret' ou 'le Hardi' d'Aquitaine, VII Duc d'Aquitaine, V Comte de Poitou']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111909	Anicius Probus	4	[Q113011 'Anicia Juliana'] ; [Q75504 'Anicius Olybrius Probus'] ; [Q75507 'Adelphia de Limoge'] ; [Q75516 'Anicius Hermogenianus Olybrius']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111974	Hnabi	4	[Q111205 'Huoching'] ; [Q113099 'NN'] ; [Q206641 'D'Alemanie'] ; [Q208048 'der Alemannen']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112246	Adalard of Paris	4	[Q111432 'Wulhard of Flavigny'] ; [Q111434 'Suzanne'] ; [Q206249 'Susanne'] ; [Q207449 'Wulfhard, comte de Flavigny']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112352	Adelheid van Tours	4	"[Q113620 'Hugh of Tours'] ; [Q113622 'Ava of Morvois' = Q206694 'Ava de Morvois Countess of Lower Alsace'] ; [Q206862 'Hugues II ""le Mefiant"", comte de Tours']"		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q113622+Q206694: same given name and every surname token matches as a spelling variant ('Ava of Morvois' / 'Ava de Morvois Countess of Lower Alsace')
Q112658	Agnes I, Abbess of Quedlinburg	4	[Q111653 'Judith of Swabia'] ; [Q112656 'Ladislaus I Herman'] ; [Q205037 'Judyta Szwabska'] ; [Q206139 'I ,']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113566	Boso of Provence	4	[Q115645 'Bivin of Gorze'] ; [Q115648 'Richildis of Arles'] ; [Q205578 'Richilde d'Arles'] ; [Q205968 'comte et abbe laic de Gorze']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113606	Adrian, Count of Orléans	4	[Q113103 'Emma of Alamannia'] ; [Q115073 'Gerold of Vinzgau'] ; [Q206669 'Gerold I, graf im Kraichgau und Anglachgau'] ; [Q207029 'Imma']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113626	Ermengarde of Tours	4	"[Q113620 'Hugh of Tours'] ; [Q113622 'Ava of Morvois' = Q206694 'Ava de Morvois Countess of Lower Alsace'] ; [Q206862 'Hugues II ""le Mefiant"", comte de Tours']"		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q113622+Q206694: same given name and every surname token matches as a spelling variant ('Ava of Morvois' / 'Ava de Morvois Countess of Lower Alsace')
Q113732	Adela of Roucy	4	[Q113716 'Hilduin IV of Montdidier'] ; [Q113718 'Alix de Roucy'] ; [Q113989 'Beatrix de Hainaut'] ; [Q208745 'Count of Reims I Ebles']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113874	Otto I	4	[Q116255 'Liudolf, Duke of Saxony'] ; [Q116257 'Oda of Billung'] ; [Q205410 'Liudolfo da Saxonia'] ; [Q205411 'Oda']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113906	Henry II, Duke of Bavaria	4	[Q112470 'Henry I'] ; [Q113904 'Judith of Bavaria'] ; [Q205599 'Judite'] ; [Q205981 'Henrique I da Baviera']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113966	Siegfried of Luxembourg	4	[Q113960 'Wigeric of Lotharingia'] ; [Q113962 'Cunigunda of France'] ; [Q205984 'Cunigunda, countess of Treves & Ardennes'] ; [Q208757 'NN /3rd husband/partner of Cunigonde/']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113981	Gilbert, Duke of Burgundy	4	"[Q115656 'Ermengarde'] ; [Q116565 'Manassès I'] ; [Q205967 'Manasses II ""l'Ancien"" Comte de Chalons Comte de Dijon'] ; [Q206593 'Ermengarde Of Bourgogne']"		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q113989	Beatrix de Hainaut	4	[Q112488 'Hedwig of France, Countess of Mons'] ; [Q113985 'Reginar IV, Count of Mons'] ; [Q205601 'Reinier IV, graaf van Henegouwen'] ; [Q206713 'Hedwige De France']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q114020	Berengar II of Italy	4	[Q116637 'Adalbert I of Ivrea'] ; [Q116639 'Gisela of Friuli'] ; [Q205191 'Adalberto I, marchese d'Ivrea'] ; [Q206967 'Gisla del Friuli']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q114197	Geoffrey II, Count of Gâtinais	4	[Q112602 'Béatrice de Mâcon' = Q206731 'Beatrice de Macon'] ; [Q114193 'Hugues du Perche' = Q205255 'Hugues du Perche, Comte de Gatinais']	Q112602,Q114193	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q112602+Q206731: identical label 'Béatrice de Mâcon'; Q114193+Q205255: same given name and every surname token matches as a spelling variant ('Hugues du Perche' / 'Hugues du Perche, Comte de Gatinais'). The two survivors are one male and one female, as a biological parent pair should be
Q114223	Robert Guiscard	4	[Q113948 'Fressenda of Hauteville'] ; [Q116459 'Tancred of Hauteville'] ; [Q205221 'Tancredi d'Altavilla'] ; [Q205224 'Person Q205224']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q114283	Adelaide of Susa	4	[Q117063 'Ulric Manfred II of Turin'] ; [Q117065 'Bertha of Milan'] ; [Q206692 'Olderico Manfredi II degli Arduinici marchese di Torino e Susa'] ; [Q206966 'Berta degli Obertenghi di Milano']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q114435	Bertha of Rheinfelden	4	[Q112666 'Rudolf of Rheinfelden' = Q206334 'Rudolf of Rheinfelden, King of Germany'] ; [Q114305 'Adelaide of Savoy'] ; [Q205565 'Adelaide de Maurienne (de Savoie, di Susa)']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q112666+Q206334: same given name and every surname token matches as a spelling variant ('Rudolf of Rheinfelden' / 'Rudolf of Rheinfelden, King of Germany')
Q114552	Fulk, King of Jerusalem	4	"[Q112699 'Fulk le Réchin'] ; [Q114540 'Bertrade of Montfort' = Q206271 'Bertrade de Montfort, reine des Francs'] ; [Q208842 'Foulques IV ""le Rechin"", comte d'Anjou']"		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q114540+Q206271: same given name and every surname token matches as a spelling variant ('Bertrade of Montfort' / 'Bertrade de Montfort, reine des Francs')
Q114708	Hugh II, Duke of Burgundy	4	[Q112803 'Odo I, Duke of Burgundy'] ; [Q114213 'Sibylla of Burgundy, Duchess of Burgundy'] ; [Q118443 'Eudes I 'Borel' duc de Bourgogne'] ; [Q205237 'Sibylle, duchesse consort de Bourgogne']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q115077	Hildegard of Vinzgouw	4	[Q113103 'Emma of Alamannia'] ; [Q115073 'Gerold of Vinzgau'] ; [Q206669 'Gerold I, graf im Kraichgau und Anglachgau'] ; [Q207029 'Imma']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q115514	Ermengarde of Hesbaye	4	[Q118932 'Ingerman of Hesbaye'] ; [Q118934 'Rotrude' = Q205063 'Rotrude'] ; [Q207022 'Ingram, comte de Hesbaye']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q118934+Q205063: identical label 'Rotrude'
Q115656	Ermengarde	4	[Q113566 'Boso of Provence'] ; [Q113568 'Ermengard of Italy'] ; [Q115658 'Louis II of Italy'] ; [Q205360 'Engelberga']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q115700	Boso, Margrave of Tuscany	4	[Q119079 'Theobald of Arles' = Q205102 'Theobald, comte d'Arles'] ; [Q119081 'Bertha of Lotharingia'] ; [Q206068 'Bertha, margravine de Toscane']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q119079+Q205102: same given name and every surname token matches as a spelling variant ('Theobald of Arles' / 'Theobald, comte d'Arles')
