verdict	role	child	child_label	a	a_label	b	b_label	a_wd	b_wd	a_kind	b_kind	shared_parents	shared_spouses
ABSENT	father	Q29822	Helleno-Armenian Parallel  Haplogroup G2	Q29826	South Indo European Parallel  Haplogroup G2	Q53398				real	phantom	Q29830	
ABSENT	father	Q29826	South Indo European Parallel  Haplogroup G2	Q29830	Anatolian Parallel  Haplogroup G2	Q53402				real	phantom	Q29834	
ABSENT	father	Q29830	Anatolian Parallel  Haplogroup G2	Q29834	Manu Parallel  Haplogroup G2	Q53406				real	phantom	Q29790	
ABSENT	father	Q29834	Manu Parallel  Haplogroup G2	Q29790	Jerichus  Founder of Jericho	Q53362				real	phantom	Q29766	
ABSENT	father	Q29838	Otzi  The Iceman	Q29842	Gen 1  Haplogroup G2	Q53414				real	phantom	Q29846	
ABSENT	father	Q29842	Gen 1  Haplogroup G2	Q29846	Gen 2  Haplogroup G2	Q53418				real	phantom	Q29850	
ABSENT	father	Q29846	Gen 2  Haplogroup G2	Q29850	Gen 3  Haplogroup G2	Q53422				real	phantom	Q29854	
ABSENT	father	Q29850	Gen 3  Haplogroup G2	Q29854	Gen 4  Haplogroup G2	Q53426				real	phantom	Q29858	
ABSENT	father	Q29854	Gen 4  Haplogroup G2	Q29858	Gen 5  Haplogroup G2	Q53430				real	phantom	Q29862	
ABSENT	father	Q29858	Gen 5  Haplogroup G2	Q29862	Gen 6  Haplogroup G2	Q53434				real	phantom	Q29866	
ABSENT	father	Q29862	Gen 6  Haplogroup G2	Q29866	Gen 7  Haplogroup G2	Q53438				real	phantom	Q29870	
ABSENT	father	Q29866	Gen 7  Haplogroup G2	Q29870	Gen 8  Haplogroup G2	Q53442				real	phantom	Q29874	
ABSENT	father	Q29870	Gen 8  Haplogroup G2	Q29874	Udul-kalama (Gen 9)  Haplogroup G2	Q53446				real	phantom	Q29878	
ABSENT	father	Q29874	Udul-kalama (Gen 9)  Haplogroup G2	Q29878	Gen 10  Haplogroup G2	Q53450				real	phantom	Q29882	
ABSENT	father	Q29878	Gen 10  Haplogroup G2	Q29882	Gen 11  Haplogroup G2	Q53454				real	phantom	Q29886	
ABSENT	father	Q29882	Gen 11  Haplogroup G2	Q29886	Gen 12  Haplogroup G2	Q53458				real	phantom	Q29890	
ABSENT	father	Q29886	Gen 12  Haplogroup G2	Q29890	Gen 13 (Enmerkar)  Haplogroup G2	Q53462				real	phantom	Q29894	
ABSENT	father	Q29890	Gen 13 (Enmerkar)  Haplogroup G2	Q29894	Gen 14  Haplogroup G2	Q53466				real	phantom	Q29898	
ABSENT	father	Q29894	Gen 14  Haplogroup G2	Q29898	Gen 15 (Dumuzi)  Haplogroup G2	Q53470				real	phantom	Q29814	
ABSENT	father	Q29898	Gen 15 (Dumuzi)  Haplogroup G2	Q29814	Horus Parallel  Haplogroup G2	Q53386				real	phantom	Q29818	
ABSENT	father	Q29926	Apollodotus  I	Q2618	Antialcidas I	Q53502				real	phantom		
ABSENT	mother	Q29939	Alexandria  of Bactria	Q29943	Sundari Maurya  Magadha	Q53514				real	phantom	Q2188	
ABSENT	father	Q29971	Agnivarna, King of Kosala	Q29979	SUDARSHAN  DHRUVASANDHI	Q53550				real	phantom	Q2250	
ABSENT	father	Q30011	BHAGIRATHA  son of Dilipa	Q28388	DILIPA 1  Anshuman	Q52344				real	phantom	Q2335,Q51417	Q51412
ABSENT	father	Q30437	Ptycho	Q30425	Arthur	Q53995				real	phantom	Q30417	
ABSENT	father	Q30457	Melehan	Q30441	Mordred	Q54011		Q81109		real	phantom		
ABSENT	father	Q30469	Eubar	Q30461	Brachy	Q54031				real	phantom	Q30457	
ABSENT	father	Q30473	Buchan	Q30461	Brachy	Q54031				real	phantom	Q30457	
ABSENT	father	Q30477	Homosteus	Q30461	Brachy	Q54031				real	phantom	Q30457	
ABSENT	father	Q30481	Pachos	Q30469	Eubar	Q54039				real	phantom	Q30461	
ABSENT	father	Q30485	Coccos	Q30469	Eubar	Q54039				real	phantom	Q30461	
ABSENT	father	Q30489	Dunkella	Q30481	Pachos	Q54051				real	phantom	Q30469	
ABSENT	father	Q30494	Aspino	Q30481	Pachos	Q54051				real	phantom	Q30469	
ABSENT	mother	Q30510	Mary	Q30437	Ptycho	Q54007				real	phantom	Q30425	
ABSENT	mother	Q30514	Icthys	Q30510	Mary	Q54079				real	phantom	Q30437	
ABSENT	father	Q30570	Hexapus	Q30562	Romulus	Q54132				real	phantom	Q298	
ABSENT	father	Q30574	Proturus	Q30570	Hexapus	Q54140				real	phantom	Q30562	
ABSENT	father	Q30578	Vernus	Q30570	Hexapus	Q54140				real	phantom	Q30562	
ABSENT	father	Q30582	Tails	Q30578	Vernus	Q54148				real	phantom	Q30570	
ABSENT	father	Q30586	Dipluron	Q30582	Tails	Q54152				real	phantom	Q30578	
ABSENT	father	Q30590	Ectognus	Q30582	Tails	Q54152				real	phantom	Q30578	
ABSENT	father	Q30594	Archegnos	Q30590	Ectognus	Q54160				real	phantom	Q30582	
ABSENT	father	Q30598	Zerygos	Q30590	Ectognus	Q54160				real	phantom	Q30582	
ABSENT	father	Q30602	Zygentos	Q30598	Zerygos	Q54168				real	phantom	Q30590	
ABSENT	father	Q30606	Pterygos	Q30598	Zerygos	Q54168				real	phantom	Q30590	
ABSENT	father	Q30610	Isopter	Q30606	Pterygos	Q54176				real	phantom	Q30598	
ABSENT	father	Q30614	Dezotopter	Q30610	Isopter	Q54180				real	phantom	Q30606	
ABSENT	father	Q30626	Neopter	Q30622	Draco	Q54192				real	phantom		
ABSENT	father	Q30630	Odonatos	Q30622	Draco	Q54192				real	phantom		
ABSENT	father	Q30699	Neuropterida	Q30691	Neuropteroidea	Q54260				real	phantom		
ABSENT	father	Q30703	Coleopterida	Q30691	Neuropteroidea	Q54260				real	phantom		
ABSENT	father	Q30715	Polyneoptera	Q30626	Neopter	Q54196				real	missing	Q30622	
ABSENT	father	Q30719	Polyneoptera	Q30715	Polyneoptera	Q54284				real	phantom	Q30626	
ABSENT	father	Q30723	Polyneoptera	Q30715	Polyneoptera	Q54284				real	phantom	Q30626	
ABSENT	father	Q30727	Polyneoptera	Q30723	Polyneoptera	Q54292				real	phantom	Q30715	
ABSENT	father	Q30731	Polyneoptera	Q30727	Polyneoptera	Q54296				real	phantom	Q30723	
ABSENT	father	Q30735	Polyneoptera	Q30731	Polyneoptera	Q54300				real	phantom	Q30727	
ABSENT	father	Q30739	Polyneoptera	Q30735	Polyneoptera	Q54304				real	phantom	Q30731	
ABSENT	father	Q30743	Polyneoptera	Q30735	Polyneoptera	Q54304				real	phantom	Q30731	
ABSENT	father	Q30747	Embioptera (webspinners)	Q30739	Polyneoptera	Q54308				real	phantom	Q30735	
ABSENT	father	Q30751	Phasmatodea (stick insects)	Q30739	Polyneoptera	Q54308				real	phantom	Q30735	
ABSENT	father	Q30755	Mantophasmatodea (gladiators)	Q30743	Polyneoptera	Q54312				real	phantom	Q30735	
ABSENT	father	Q30759	Grylloblattodea (ice crawlers)	Q30743	Polyneoptera	Q54312				real	phantom	Q30735	
ABSENT	father	Q30775	Latimeria	Q30771	Important unnamed clade  Actinistia	Q54340				real	phantom	Q152946	
ABSENT	father	Q30779	Diplocercides	Q30771	Important unnamed clade  Actinistia	Q54340				real	phantom	Q152946	
ABSENT	father	Q30804	Osteolepiformes	Q30792	Unnamed clade  Tetrapodomorpha	Q54360				real	phantom	Q152956	Q30796
ABSENT	mother	Q30804	Osteolepiformes	Q30796		Q54364				real	phantom		Q30792
ABSENT	father	Q32158	Neodiapsida	Q3142	Ichthyosauromorpha	Q55635				real	phantom	Q3087	
ABSENT	father	Q32459	Pantestudines	Q3282		Q55980				phantom	phantom	Q3197	
ABSENT	father	Q32548	Pantestudines	Q32459	Pantestudines	Q56024				real	phantom		
ABSENT	father	Q32632	Pantestudines	Q32548	Pantestudines	Q56112				real	phantom	Q32459	
ABSENT	father	Q32808	Turtle  Testudines	Q3304	Testudinata	Q56256				real	phantom	Q32632	
ABSENT	father	Q32897	Archosauromorpha	Q3403		Q55936				phantom	phantom	Q3197	
ABSENT	father	Q32985	Archosauromorpha	Q32897	Archosauromorpha	Q56387				real	phantom		
ABSENT	father	Q33117	Archosauromorpha	Q32985	Archosauromorpha	Q56453				real	phantom	Q32897	
ABSENT	father	Q33249	Archosauriformes	Q3524		Q56519				phantom	phantom	Q32985	
ABSENT	father	Q33959	Phytosauria	Q3612		Q57148				phantom	phantom	Q3568	
ABSENT	father	Q36322	Suchia	Q4210		Q58873				phantom	phantom	Q3665	
ABSENT	father	Q36367	Suchia	Q4210		Q58873				phantom	phantom	Q3665	
ABSENT	mother	Q38238	Bethuel	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	father	Q42760	Ovalentaria	Q6083		Q62759				phantom	phantom	Q41395	
ABSENT	father	Q43125	Ovalentaria	Q6083		Q62759				phantom	phantom	Q41395	
ABSENT	father	Q44127	Eupercaria	Q6354		Q62693				phantom	phantom	Q41307	
ABSENT	father	Q46261	Lesothosaurus	Q4421	Ornithischia	Q59605				real	phantom	Q4388	
ABSENT	father	Q46305	Ornithischia	Q4421	Ornithischia	Q59605				real	phantom	Q4388	
ABSENT	father	Q46703	Herrerasauridae	Q4432	Theropoda	Q59638				real	phantom	Q4410	
ABSENT	father	Q46748	Theropoda	Q4432	Theropoda	Q59638				real	phantom	Q4410	
ABSENT	father	Q51655	Aryan  Genarch	Q2505	Iranic	Q53050				real	phantom	Q2488	
ABSENT	mother	Q51822	Ptolemy XII Auletes	Q78402		Q78719	Cleopatra III of Egypt		Q40003	missing	real	Q73038,Q73194	Q73038,Q78713
ABSENT	father	Q51870	Mursili	Q2497	Suppiluliuma I	Q53018		Q354903		real	phantom	Q2508	Q51890,Q51906
ABSENT	father	Q51894	Arnuwanda II	Q2497	Suppiluliuma I	Q53018		Q354903		real	phantom	Q2508	Q51890,Q51906
ABSENT	father	Q51910	Muwatti	Q2497	Suppiluliuma I	Q53018		Q354903		real	phantom	Q2508	Q51890,Q51906
ABSENT	father	Q51914	Daughter	Q2497	Suppiluliuma I	Q53018		Q354903		real	phantom	Q2508	Q51890,Q51906
ABSENT	father	Q52857	Khanty	Q2572	Ob-Ugric	Q53318				real	phantom	Q2570	
ABSENT	father	Q52899	Mansi	Q2572	Ob-Ugric	Q53318				real	phantom	Q2570	
ABSENT	father	Q52909	Finno-Permic	Q2569	Finno-Ugric	Q53306				real	phantom	Q29726	
ABSENT	father	Q53356	Nganasan (Tavgi or Tawgi-Samoyed)	Q2568	Samoyedic	Q53302				real	phantom	Q29726	
ABSENT	father	Q53400	Core-Samoyedic	Q2568	Samoyedic	Q53302				real	phantom	Q29726	
ABSENT	father	Q53440	Mator (Sayan-Samoyed)	Q2568	Samoyedic	Q53302				real	phantom	Q29726	
ABSENT	father	Q55966	rr1b	Q28509	Yemo  Haplogroup R1b	Q52464				real	phantom	Q2318,Q51432	
ABSENT	father	Q60944	Justus	Q61173	Vettius Justus	Q137789		Q1239423		real	phantom	Q61400	
ABSENT	father	Q61532	Flavia Maximiana Theodora	Q61598	Maximian	Q61891		Q46768		real	phantom		Q61631
ABSENT	father	Q73026	Aurelia	Q73182	Lucius Aurelius Cotta	Q99374		Q935566		real	phantom	Q73341	Q73179
ABSENT	mother	Q73026	Aurelia	Q73179	Rutilia	Q99372		Q56259970		real	phantom	Q73338	Q73182
ABSENT	father	Q73101	Consul (182 & 168 BC) - Lucius Aemilius Paullus Macedonicus	Q73266	Lucius Aemilius Paullus	Q99378		Q432244		real	phantom	Q73413	Q73269
ABSENT	father	Q73296	Aemilia Tertia	Q73266	Lucius Aemilius Paullus	Q99378		Q432244		real	phantom	Q73413	Q73269
ABSENT	father	Q73377	Nysa	Q73380	BAD MERGE	Q135914		Q3356		real	phantom	Q73359,Q73362	Q73368
ABSENT	father	Q73515	Laodice	Q73380	BAD MERGE	Q133344		Q3356		real	phantom	Q90289,Q132823	Q90277,Q132314,Q133345,Q134310
ABSENT	father	Q74201	Numa Marcius  Numae	Q74261	Marcus	Q74509		Q118186		real	phantom	Q74326,Q118436	
ABSENT	father	Q74252	Tatia	Q74311	Titus Tatius I	Q74317				real	phantom		
ABSENT	father	Q74677	Ops	Q74698	Uranus	Q131438		Q79999		real	phantom	Q130392,Q131430	Q74701
ABSENT	mother	Q74677	Ops	Q74701	Terra	Q131440		Q93172		real	phantom	Q130392,Q131430	Q74698
ABSENT	father	Q74680	Saturn	Q74698	Uranus	Q131438		Q79999		real	phantom	Q130392,Q131430	Q74701
ABSENT	mother	Q74680	Saturn	Q74701	Terra	Q131440		Q93172		real	phantom	Q130392,Q131430	Q74698
ABSENT	mother	Q74701	Terra	Q74720	Nyx	Q130498		Q131203		real	phantom	Q74717,Q130496	Q74698,Q74717,Q130392,Q130590,Q131556
ABSENT	mother	Q74717	Erebos	Q130496	Ananke	Q131428		Q4286521		real	phantom	Q132730	Q131426
ABSENT	father	Q75192	Klymene	Q74973	Danaus	Q132255		Q161419		real	phantom	Q90576,Q131024	Q131028,Q133462,Q133463,Q133464,Q133465,Q133466,Q133467,Q133468,Q133469,Q133470
ABSENT	father	Q78704	John Hyrcanus	Q78776	Simon Thassi	Q151286		Q359711		real	phantom	Q78836	
ABSENT	mother	Q78713	Ptolemy IX Lathyros	Q78402		Q78719	Cleopatra III of Egypt		Q40003	missing	real	Q73038,Q73194	Q73038,Q78713
ABSENT	mother	Q78716	Cleopatra Selene I of Egypt	Q78402		Q78719	Cleopatra III of Egypt		Q40003	missing	real	Q73038,Q73194	Q73038,Q78713
ABSENT	father	Q104137	Henry of Burgundy	Q106776		Q118429	Henry of Burgundy		Q2351549	phantom	real	Q112695,Q114530	Q111733
ABSENT	father	Q112801	Hugh I, Duke of Burgundy	Q106776		Q118429	Henry of Burgundy		Q2351549	phantom	real	Q112695,Q114530	Q111733
ABSENT	father	Q112803	Odo I, Duke of Burgundy	Q106776		Q118429	Henry of Burgundy		Q2351549	phantom	real	Q112695,Q114530	Q111733
ABSENT	father	Q112805	Raynald I, abbot of Flavigny	Q106776		Q118429	Henry of Burgundy		Q2351549	phantom	real	Q112695,Q114530	Q111733
ABSENT	father	Q112807	Beatrice de Bourgogne	Q106776		Q118429	Henry of Burgundy		Q2351549	phantom	real	Q112695,Q114530	Q111733
ABSENT	mother	Q129331	Kemuel	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129333	Uz	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129335	Buz	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129337	Chesed	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129339	Hazo	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129341	Pildash	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q129345	Jidlaph	Q4676	Milcah	Q60372		Q1752707		real	phantom		Q4675
ABSENT	mother	Q135184	Manasseh of Judah	Q4633	Hephzibah	Q60243		Q114771167		real	phantom		Q38070
ABSENT	mother	Q135294	Darius I of Persia	Q74299	Irdabama	Q135293		Q131732243		real	phantom		Q74296
ABSENT	mother	Q135539	Jeconiah	Q4618	Nehusta	Q60198		Q20502297		real	phantom		Q135406
ABSENT	father	Q152902	Seizapter the sixteen-gilled	Q2782	Dezotopter the eighteen-gilled	Q54184				real	phantom		
ABSENT	father	Q152902	Seizapter the sixteen-gilled	Q30614	Dezotopter	Q54184				real	phantom	Q30610	
ABSENT	father	Q152921	Raphidioptera (snakeflies) Placeholder surname	Q30699	Neuropterida	Q54268				real	phantom	Q30691	
ABSENT	father	Q152922	Megalo Megaloptera (alderflies and allies)	Q30699	Neuropterida	Q54268				real	phantom	Q30691	
ABSENT	father	Q152923	Neuro Neuroptera (lacewings and allies)	Q30699	Neuropterida	Q54268				real	phantom	Q30691	
ABSENT	father	Q152924	Coleo Coleoptera (beetles)	Q30703	Coleopterida	Q54272				real	phantom	Q30691	
ABSENT	father	Q152925	Strepsi Strepsiptera (twisted-wing parasites)	Q30703	Coleopterida	Q54272				real	phantom	Q30691	
ABSENT	father	Q152926	Tricho Trichoptera (caddisflies)	Q30707	Amphiesmenoptera	Q54276				real	phantom	Q30695	
ABSENT	father	Q152927	Lepido Lepidoptera (butterflies, moths)	Q30707	Amphiesmenoptera	Q54276				real	phantom	Q30695	
ABSENT	father	Q152945	Onka Onychodontidae	Q30767	Onychodontidae	Q54336				real	phantom	Q152943	
ABSENT	father	Q152945	Onka Onychodontidae	Q54336		Q152944	1 Onychodontidae			phantom	real	Q152943	
ABSENT	father	Q152998	Horus Parallel Generation 62	Q2480	Greek	Q52950				real	phantom	Q2469	
ABSENT	father	Q153052	Aryan Genarch Generation 55	Q2505	Iranic	Q53050				real	phantom	Q2488	
ABSENT	father	Q153405	India Genarch	Q2496	Indic (Vedic)	Q53014				real	phantom	Q2488	
ABSENT	father	Q153447	HASTI (founder of Hastinapur) Suhotra	Q29959	SUHOTRA \ VAITITHI  VAITITHI \Brihatkshatra	Q53530				real	phantom	Q153462	Q153453
ABSENT	father	Q153447	HASTI (founder of Hastinapur) Suhotra	Q50084		Q53530				real	phantom		
ABSENT	father	Q153447	HASTI (founder of Hastinapur) Suhotra	Q53530		Q153454	SUHOTRA \ VAITITHI Brihatkshatra Brihatkshatra Brihatkshatra Brihatkshatra Brihatkshatra Brihatkshatra Br			phantom	real	Q153462	Q153453
ABSENT	father	Q153485	BRIHADASVA of Kosala Placeholder surname	Q2623	Sahdev DIWAKAR	Q53522				real	phantom	Q2123	
ABSENT	father	Q153485	BRIHADASVA of Kosala Placeholder surname	Q29951	Sahdev  DIWAKAR	Q53522				real	phantom	Q2123	
ABSENT	father	Q153494	DHRUVA Uttanapada	Q50544		Q53559				real	phantom		
ABSENT	father	Q153494	DHRUVA Uttanapada	Q53559		Q130322	unknown		Q24238356	phantom	real		
ABSENT	father	Q153494	DHRUVA Uttanapada	Q53559		Q153503	UTTANAPADA Manu			phantom	real		
ABSENT	father	Q153494	DHRUVA Uttanapada	Q53559		Q153674	Placeholder surname?			phantom	real		
ABSENT	father	Q153495	ILINA Tansu	Q29975	Sumati \ Tansu  Tansu \Matinara	Q53546				real	phantom	Q2137	
ABSENT	father	Q153495	ILINA Tansu	Q53546		Q153504	Sumati \ Tansu Matinara Matinara Matinara Matinara Matinara Matinara Matinara Tansu			phantom	real	Q2137	
ABSENT	father	Q153509	BUDHA (planet Mercury) Chandra	Q30007	CHANDRA \ SOMA (Haoma), the moon-god Indu  SOMA (Haoma), the moon-god Indu \Atri	Q53579				real	phantom	Q153507	
ABSENT	father	Q153509	BUDHA (planet Mercury) Chandra	Q53579		Q153521	CHANDRA \ SOMA (Haoma), the moon-god Indu Atri Atri Atri Atri Atri Atri Atri SOMA (Haoma), the moon-god Indu			phantom	real	Q153507	
ABSENT	mother	Q153520	DHATA	Q50669		Q53587				real	phantom		Q2159
ABSENT	mother	Q153520	DHATA	Q53587		Q130322	unknown		Q24238356	phantom	real		Q2159
ABSENT	mother	Q153520	DHATA	Q53587		Q153530	KHYATI Bhrigu			phantom	real		Q2159
ABSENT	mother	Q153520	DHATA	Q53587		Q153713	Placeholder surname			phantom	real		Q2159
ABSENT	father	Q153548	BRIHATKSHATRA BRIHADBAL	Q53526		Q153552	BRIHADBAL TAKSHAKA			phantom	real	Q153556	
ABSENT	father	Q153578	SHIGRASVA of Kosala Placeholder surname	Q2628	Agnivarna, King of Kosala	Q53542				real	phantom		
ABSENT	father	Q153578	SHIGRASVA of Kosala Placeholder surname	Q29971	Agnivarna, King of Kosala	Q53542				real	phantom	Q29979	
COLLAPSE	father	Q4626	Zebudah	Q4617	Pedaiah	Q60195		Q20101444		real	phantom		
COLLAPSE	father	Q6421	Shaodian	Q6433	Fuxi	Q87840		Q236972		real	real		
COLLAPSE	father	Q6421	Shaodian	Q51954	You Xiong	Q87840				real	real		
COLLAPSE	father	Q6421	Shaodian	Q87840		Q87862	(You Xiong)  Youxiong			real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q2327	Dileepa Deerghabahu	Q28376	Solar Dynasty			real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q2327	Dileepa Deerghabahu	Q30011	BHAGIRATHA  son of Dilipa			real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q2327	Dileepa Deerghabahu	Q52332				real	phantom		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q2327	Dileepa Deerghabahu	Q53583				real	phantom		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q28376	Solar Dynasty	Q51407	Dileepa Deerghabahu			real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q28376	Solar Dynasty	Q52328				real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q30011	BHAGIRATHA  son of Dilipa	Q51407	Dileepa Deerghabahu			real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q30011	BHAGIRATHA  son of Dilipa	Q52328				real	real		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q51407	Dileepa Deerghabahu	Q52332				real	phantom		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q51407	Dileepa Deerghabahu	Q53583				real	phantom		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q52328		Q52332				real	phantom		
COLLAPSE	father	Q28364	RAGHU  Dirghabahu	Q52328		Q53583				real	phantom		
COLLAPSE	father	Q29140	kay kaus  Raja Iran	Q29144	kay uyarsh  Raja Iran	Q29156	kay apiveh  Raja Iran			real	real		
COLLAPSE	father	Q29140	kay kaus  Raja Iran	Q29144	kay uyarsh  Raja Iran	Q52721				real	phantom		
COLLAPSE	father	Q29144	kay uyarsh  Raja Iran	Q29148	kay pisan  Raja Iran	Q29152	kay arsh  Raja Iran			real	real		
COLLAPSE	father	Q29144	kay uyarsh  Raja Iran	Q29148	kay pisan  Raja Iran	Q52717				real	phantom		
COLLAPSE	father	Q31877	Alonso  Martinez de Lerma Cartagena	Q90241	Francisco  de Cartagena y de Lerma	Q91478	Francisco Alonso  Martinez de Lerma Santa Gadea			real	real		
COLLAPSE	father	Q32146	Francisco  Ramirez de Arellano y Zuniga	Q92384	Juan  Ramirez de Arellano y Gonzalez de la Plazuela	Q92386	Francisco  Ramirez de Arellano y Zuniga			real	real		
COLLAPSE	father	Q33552	Pedro  Ramirez de Arellano y Zuniga	Q32146	Francisco  Ramirez de Arellano y Zuniga	Q92386	Francisco  Ramirez de Arellano y Zuniga			real	real	Q31110,Q92384	
COLLAPSE	father	Q33556	Gaspar  Ramirez de Arellano y Zuniga	Q32146	Francisco  Ramirez de Arellano y Zuniga	Q92386	Francisco  Ramirez de Arellano y Zuniga			real	real	Q31110,Q92384	
COLLAPSE	mother	Q40310	Maria  Ruiz de Esparza y Lopez de Elizalde	Q40306	Maria Angelina  Lopez de Elizalde y Becerra	Q40378	Juana Maria  Lopez De Elizalde			real	real		
COLLAPSE	mother	Q49500	Sihahanu	Q49496	Kacchana	Q49557	N.N.			real	real		
COLLAPSE	father	Q62555	Constantine the Great	Q61565	Constantius Chlorus	Q62552	Constantius I Chlorus  Roman Emperor	Q131195		real	real	Q61924,Q61957	
COLLAPSE	father	Q64516	Antoninus Pius	Q65423	Titus Aurelius Fulvus	Q65489	Hadrian	Q1230832	Q1427	real	real		
COLLAPSE	mother	Q65192	Gaius Annianus Verus	Q66455	Sertoria  Sallustius	Q141756	Annia Rupilia Faustina		Q111988914	real	real		Q66425
COLLAPSE	father	Q65489	Hadrian	Q66751	Publius Aelius Hadrianus Afer	Q66784	Andhra Pradesh	Q2280800	Q1159	real	real		
COLLAPSE	father	Q65585	Julius	Q66991	Gaius Julius Longinus Soaemus of Emesa	Q67024	Gaius Julius Sampsigeramus		Q5517443	real	real		
COLLAPSE	father	Q66784	Andhra Pradesh	Q68223	Marcus Ulpius Traianus	Q68283	Nerva	Q714856	Q1424	real	real		
COLLAPSE	mother	Q67645	Uthman ibn Affan	Q66796	Arwa daughter of  Kurayz	Q68118	Arwa bint Kurayz		Q7901600	real	real		
COLLAPSE	father	Q69972	Octavia Sergia Plotilla	Q70122	Octavius Laenas	Q70685		Q1242010		real	phantom		Q70652,Q144242
COLLAPSE	mother	Q69972	Octavia Sergia Plotilla	Q70152	Rubellia Bassa	Q144242	Sergia Plautilla		Q110320988	real	real		Q70122
COLLAPSE	mother	Q70152	Rubellia Bassa	Q70751	Sergia Plautilla	Q77386	Julia Livia			real	real		Q70718
COLLAPSE	mother	Q70340	Lucius Scribonius Libo	Q71002	Sulpicia	Q139746	Cornelia Magna		Q3656046	real	real		Q70988
COLLAPSE	father	Q72278	Marcus Pupius Piso Frugi Calpurnianus	Q72466	Marcus Licinius Crassus	Q72469	Marcus Pupius  Pupius	Q175121		real	real		Q72463
COLLAPSE	father	Q72278	Marcus Pupius Piso Frugi Calpurnianus	Q72466	Marcus Licinius Crassus	Q141610	Lucius Calpurnius Piso Frugi	Q175121	Q12118997	real	real		
COLLAPSE	mother	Q72457	Gnaeus Pompeius Strabo	Q72645	Lucilia	Q73020	Lucilia		Q56259966	real	real		Q72648
COLLAPSE	father	Q72615	Quintus Aemilius Lepidus	Q72786	Marcus Aemilius Lepidus	Q144279	Marcus Aemilius Lepidus		Q3625112	real	real		
COLLAPSE	father	Q72786	Marcus Aemilius Lepidus	Q73011	Marcus Aemilius Lepidus	Q73173	Marcus Aemilius Lepidus, Consul	Q3622705		real	real		
COLLAPSE	mother	Q72786	Marcus Aemilius Lepidus	Q72789	NN (Wife of Marcus Aemilius Lepidus)	Q72801	Cornelia		Q100804879	real	real		
COLLAPSE	mother	Q72786	Marcus Aemilius Lepidus	Q72801	Cornelia	Q73110	NN (Wife of Marcus Aemilius Lepidus)	Q100804879		real	real		
COLLAPSE	father	Q72798	Marcus Livius Drusus	Q72951	Gaius Livius Drusus	Q73431	Marcus Livius Drusus	Q1270114		real	real		Q72954
COLLAPSE	father	Q72801	Cornelia	Q72957	Consul (138 BC) - Publius Cornelius Scipio Nasica Serapio	Q73017	Pacuvius Calavius			real	real		
COLLAPSE	father	Q72951	Gaius Livius Drusus	Q73119	Marcus Livius Drusus	Q148206		Q433463		real	phantom	Q151476	
COLLAPSE	father	Q73113	Marcus Aemilius Lepidus	Q73275	Marcus Aemilius Lepidus	Q73419	Marcus Aemilius Lepidus	Q4281819		real	real		Q73278
COLLAPSE	father	Q73119	Marcus Livius Drusus	Q72798	Marcus Livius Drusus	Q73173	Marcus Aemilius Lepidus, Consul	Q703346		real	real		
COLLAPSE	father	Q73119	Marcus Livius Drusus	Q72798	Marcus Livius Drusus	Q78453	Marcus Livius maior  Drusus	Q703346		real	real		
COLLAPSE	father	Q73119	Marcus Livius Drusus	Q72798	Marcus Livius Drusus	Q151476	Marcus Livius Salinator	Q703346	Q703448	real	real		
COLLAPSE	father	Q73182	Lucius Aurelius Cotta	Q73341	Lucius Aurelius Cotta	Q73485	Gaius Aurelius Cotta	Q3265869		real	real		
COLLAPSE	father	Q73260	Marcus Licinius Crassus Agelastus	Q72972	Publius Licinius Crassus Dives	Q73410	Publius Licinius Crassus	Q29518656		real	real		Q72969
