qid,english_label,english_description,label_count,description_count,wikidata_qids,wikidata_count
Q16978,Mizuno Tadamoto,"daimyo, lord of Shousa-Yamakawa",11,3,Q10565614; Q10565614,2
Q16983,Hisamatsu Nobutoshi,,3,1,Q11369427; Q11369427,2
Q16986,Matsudaira Yasunaga,daimyo of the Azuchi-Momoyama period to the early Edo period,8,2,Q10862141; Q10862141,2
Q16987,Matsudaira Nagakane,,6,0,Q6832254; Q6832254,2
Q16989,Matsudaira Iekiyo,Japanese samurai,12,8,Q5369127; Q5369127,2
Q16990,Matsudaira Ietsugu,,8,2,Q11069434; Q11069434,2
Q16991,Hoshina Masatoshi,samurai,13,8,Q2040645; Q2040645,2
Q16993,Hoshina Masamitsu,Japanese daimyo of the Edo period,16,8,Q2478488; Q2478488,2
Q16994,Seigen’in,,3,1,Q108489649; Q108489649,2
Q16998,Matsudaira Tadakuni,[松平忠国] daimyo of the early Edo period; loed of Sasayama and Akashi,7,2,Q11069832; Q11069832,2
Q17000,Matsudaira Tadashige,[松平忠重] daimyo of the early Edo period,6,1,Q11069566; Q11069566,2
Q17001,Matsudaira Tadakatsu,[松平忠勝] samurai of the middle Edo period; vassal of Kishu domain,6,1,Q10729341; Q10729341,2
Q17003,Hoshina Masakage,daimyo,10,8,Q2113607; Q2113607,2
Q17004,Kuroda Nagamasa,daimyo during the late Azuchi-Momoyama and Early Edo Period; 1st lord of Fukuoka,20,12,Q950496; Q950496,2
Q17005,Tadayuki Kuroda,,7,1,Q11678600; Q11678600,2
Q17006,Kuroda Nagaoki,,5,1,Q11678708; Q11678708,2
Q17007,Kuroda Takamasa,,6,0,Q11678722; Q11678722,2
Q17009,Kuroda Kame,,4,1,Q111197312; Q111197312,2
Q17010,Koide Yoshihide,,6,1,Q11459092; Q11459092,2
Q17011,Koide Yoshishige,,3,1,Q11459094; Q11459094,2
Q17015,Matsudaira Yasunao,(1623-1696),7,2,Q10729353; Q10729353,2
Q17016,Matsudaira Tadatoshi,,4,1,Q22127677; Q22127677,2
Q17017,Baikeiin,,5,0,Q10729348; Q10729348,2
Q17018,Matsudaira Norinaga,,6,0,Q10729345; Q10729345,2
Q17019,Nagamori Okabe,,6,2,Q11473887; Q11473887,2
Q17020,Suganuma Sadayori,,3,1,Q11619291; Q11619291,2
Q17021,Tanaka Tadamasa,,8,0,Q11575548; Q11575548,2
Q17022,Matsudaira Narishige,,7,0,Q10729505; Q10729505,2
Q17024,Suganuma Sadayoshi,,3,2,Q8515273; Q8515273,2
Q17025,Sakakibara Tadatsugu,Daimyo in Edo era.,5,2,Q8515268; Q8515268,2
Q17026,Nakamura Kazutada,,5,0,Q11365235; Q11365235,2
Q17027,Okudaira Sadatomo,,3,2,Q11445788; Q11445788,2
Q17028,Hattori Masanari,"samurai; first son of Hattori Hanzō, famous ninja master",19,6,Q4432157; Q4432157,2
Q17030,Matsudaira Sadayori,daimyo of Iyo-Matsuyama,7,2,Q11530401; Q11530401,2
Q17034,Matsudaira Sadatsugu,,6,0,Q10729423; Q10729423,2
Q17037,Tadayoshi Yamanouchi,,8,1,Q6584319; Q6584319,2
Q17038,Nakagawa Hisamori,,4,2,Q11364745; Q11364745,2
Q17040,Sakai Tadayuki,1599 - 14 Dec 1636,4,2,Q11644170; Q11644170,2
Q17042,Abe Shigetsugu,,8,1,Q10565473; Q10565473,2
Q17043,Abe Sadataka,,7,1,Q10565406; Q10565406,2
Q17044,Ikeda Tsunemoto,,3,1,Q11551882; Q11551882,2
Q17048,Miura Tametoki,,4,1,Q11356501; Q11356501,2
Q17052,Hanai Yoshinari,,3,2,Q11615115; Q11615115,2
Q17055,Edo Michimasa,,3,0,Q11551120; Q11551120,2
Q17060,Matsudaira Toshitsuna,,5,1,Q11530374; Q11530374,2
Q17061,Matsudaira Masanobu,(1621-1693),5,3,Q11530477; Q11530477,2
Q17062,Matsudaira Masatomo,"[松平正朝] hatamoto, Ōkochi-Matsudaira clan",6,2,Q11530487; Q11530487,2
Q17071,Takenokoshi Masaharu,,3,0,Q11599414; Q11599414,2
Q17072,Okudaira Sadakatsu,,6,3,Q11445786; Q11445786,2
Q17077,Aoki Shigenori,,4,1,Q11661886; Q11661886,2
Q17078,Aoki Toshinori,,3,0,Q11661639; Q11661639,2
Q17079,Honda Masanobu,Military commander and daimyo in the service of Tokugawa Ieyasu,19,6,Q845447; Q845447,2
Q17081,Honda Masakatsu,[本多正勝] Samurai in the early Edo period; son of Honda Masazumi,5,2,Q10520860; Q10520860,2
Q17084,Matsudaira Shigekatsu,daimyo,11,7,Q11530618; Q11530618,2
Q17087,Kitsuno,concubine of Japanese daimyo Oda Nobunaga,15,4,Q4327464; Q4327464,2
Q17088,Tsuru-hime,wife of Nakagawa Hidemasa. daufhter of Oda Nobunaga,12,2,Q17216550; Q17216550,2
Q17089,Fuyu-hime,daughter of Oda Nobunaga and Nohime. wife of Gamo Ujisato,11,3,Q10470236; Q10470236,2
Q17090,Oda Nobukatsu,Japanese samurai of the Azuchi-Momoyama period,25,8,Q3044815; Q3044815,2
Q17091,Oda Nobutaka,"samurai and member of Oda clan, third son of Oda Nobunaga",26,10,Q2614349; Q2614349,2
Q17093,Oda Katsunaga,"Japanese samurai of the Sengoku period through early Azuchi-Momoyama Period, who was the fifth son of Oda Nobunaga",22,7,Q4220111; Q4220111,2
Q17095,Ogasawara Hidemasa,(1569-1615),12,4,Q8192119; Q8192119,2
Q17097,Ogasawara Tadanaga,(1595-1615),8,4,Q10856544; Q10856544,2
Q17098,Ogasawara Tadazane,daimyo (1596-1667),16,9,Q7079842; Q7079842,2
Q17099,Honda Tadamasa,daimyo who ruled the Kuwana Domain and then the Himeji Domain,19,9,Q3275929; Q3275929,2
Q17100,Eijuin,,5,1,Q10518081; Q10518081,2
Q17102,Kitabatake Chiyogozen,,3,1,Q109666270; Q109666270,2
Q17103,Oda Nobutame,samurai of Uda-Matsuyama domain,6,2,Q11608317; Q11608317,2
Q17104,Oda Nobuyoshi,daimyo of the early Edo period,7,3,Q11608327; Q11608327,2
Q17105,Oda Takanaga,daimyo of the Edo period; 2nd lord of Uda-Matsuyama,7,3,Q11608471; Q11608471,2
Q17106,Oda Yoshikatsu,son of Oda Nobukatsu,6,3,Q17210121; Q17210121,2
Q17107,"{'language': 'en', 'value': 'Tokugawa Sadako'}",,13,0,Q6997477; Q6997477,2
Q17112,"{'language': 'en', 'value': 'Onna Ni no miya'}","{'language': 'en', 'value': 'daughter of Japanese emperor Go-Mizunoo'}",7,4,Q11446285; Q11446285,2
Q17114,Takatsukasa Takako,Official Wife of Tokugawa Iemitsu (1602-1674),15,3,Q7140551; Q7140551,2
Q17117,Omasa no kata,concubine of Tokugawa Iemitsu,4,2,Q11262426; Q11262426,2
Q17118,Junsho-in,Concubine of Tokugawa Iemitsu,11,4,Q5362031; Q5362031,2
Q17120,Jokoin,,6,1,Q10948512; Q10948512,2
Q17123,Reisen'in,daughter of Tokugawa Iemitsu (1637-1699),9,3,Q7005290; Q7005290,2
Q17124,Tokugawa Ietsuna,Tokugawa shogun (1641-1680),40,17,Q323422; Q323422,2
Q17125,Tokugawa Tsunashige,"daimyo of the early-Edo period, lord of Kofu. father of Shogun Tokugawa Ienobu",15,5,Q7004484; Q7004484,2
Q17126,Tokugawa Tsunayoshi,Japanese shogun,42,15,Q313745; Q313745,2
Q17127,Tokugawa Tsurumatsu,,6,0,Q20041644; Q20041644,2
Q17132,Hoshina Masayori,,3,0,Q11385895; Q11385895,2
Q17133,Hoshina Masatsune,(1647-1681),4,2,Q11286854; Q11286854,2
Q17137,Matsudaira Masakata,[松平正容] daimyo of the early to middle Edo period; 3rd lord of Aizu,8,2,Q11239143; Q11239143,2
Q17138,Matsudaira Mitsunaga,daimyo of the early Edo period; lord of Takada,10,2,Q11104448; Q11104448,2
Q17140,Renteiin,(1618-1671),5,3,Q7140443; Q7140443,2
Q17141,Karasumaru Mitsuhiro,,19,5,Q11567199; Q11567199,2
Q17142,Oda Ujiharu,Japanese warlord,22,8,Q7077213; Q7077213,2
Q17143,Tsuda Nobumasu,,3,2,Q11556255; Q11556255,2
Q17144,Miyoshi Nagatora,,5,1,Q23986581; Q23986581,2
Q17146,Nagami Nagayori,,4,1,Q11550347; Q11550347,2
Q17147,Nagami Nagayoshi,,4,1,Q11550346; Q11550346,2
Q17148,Matsudaira Kanko,,3,1,Q108896894; Q108896894,2
Q17150,Michihime,,4,1,Q108780970; Q108780970,2
Q17152,Matsudaira Masakatsu,,5,1,Q11530468; Q11530468,2
Q17153,Matsudaira Mitsumichi,daimyo of the early Edo period; lord of Fukui,14,6,Q11530368; Q11530368,2
Q17154,Matsudaira Masachika,daimyo,11,8,Q6788037; Q6788037,2
Q17158,Matsudaira Tsunataka,,5,1,Q11530562; Q11530562,2
Q17160,Matsudaira Takamasa,daimyo of the early Edo period; 1st lord of Izumo-Mori,6,2,Q11530628; Q11530628,2
Q17161,Matsudaira Naotaka,daimyo of the early and middle Edo period; 2nd lord of Izumo-Mori,7,2,Q11530514; Q11530514,2
Q17164,Matsudaira Naonori,daimyo of the early and middle Edo period,7,3,Q399755; Q399755,2
Q17168,Tokugawa Tsunanari,daimyo,15,10,Q982743; Q982743,2
Q17169,Hirohata Tadayuki,,4,1,Q11485397; Q11485397,2
Q17174,"{'language': 'en', 'value': 'Tokugawa Tsunanori'}",,10,0,Q6992849; Q6992849,2
Q17175,"{'language': 'en', 'value': 'Tokugawa Yorimoto'}","{'language': 'en', 'value': 'daimyo of the early Edo period; 4th lord of Kii'}",11,2,Q6993725; Q6993725,2
Q17176,"{'language': 'en', 'value': 'Tokugawa Yoshimune'}","{'language': 'en', 'value': 'Japanese shogun (1684-1751)'}",48,22,Q319664; Q319664,2
Q17181,Matsudaira Yorikatsu,samurai of the middle Edo period; son of the lord of Saijo,9,2,Q11530664; Q11530664,2
Q17182,Matsudaira Yorimichi,"[松平頼路] son of Matsudaira Yorizumi, the lord of Saijo",10,2,Q11530659; Q11530659,2
Q17183,"{'language': 'en', 'value': 'Tokugawa Munenao'}","{'language': 'en', 'value': '(1682-1757)'}",8,2,Q6993442; Q6993442,2
Q17184,Matsudaira Yoritada,daimyo of the middle Edo period; 3rd lord of Saijo domain (1706-1738),9,2,Q11530642; Q11530642,2
Q17185,Watanabe Yukitsuna,Japanese samurai,4,2,Q11562272; Q11562272,2
Q17186,Ikeda Mitsunaka,(1630-1693),6,3,Q11551720; Q11551720,2
Q17187,Ikeda Tsunakiyo,,6,2,Q11552098; Q11552098,2
Q17188,"{'language': 'en', 'value': 'Ikeda Nakasumi'}","{'language': 'en', 'value': '(1650-1722)'}",7,3,Q11551696; Q11551696,2
Q17189,Junson,,4,1,Q6606306; Q6606306,2
Q17192,Tokugawa Tsunakata,samurai of the early Edo period (1648-1670),10,2,Q6997950; Q6997950,2
Q17193,Tokugawa Tsunaeda,(1656-1718),14,5,Q6997897; Q6997897,2
Q17194,Matsudaira Yoritoshi,"[松平頼侯] son of Matsudaira Yorishige, the lord of Takamatsu",9,2,Q11530629; Q11530629,2
Q17195,Matsudaira Yoriyoshi,"[松平頼芳] son of Matsudaira Yorishige, the lord of Takamatsu",8,2,Q11530652; Q11530652,2
Q17196,Konoe Chikako,,8,0,Q6997763; Q6997763,2
Q17197,Matsudaira Yoritsune,daimyo of the early Edo period; 2nd lord of Takamatsu (1652-1704),6,2,Q11530633; Q11530633,2
Q17200,Matsudaira Yorisada,[松平頼貞] daimyo of the middle Edo period; 1st lord of Moriyama,9,3,Q6638114; Q6638114,2
Q17201,Honda Tadakuni,"daimyo in the early Edo period; lord of Yamato-Koriyama, Fukushima and Himeji",8,2,Q6637970; Q6637970,2
Q17202,Matsudaira Yorikata,"[松平頼方] son of Matsudaira Yoritaka, the lord of Hitachi-Fuchu",5,2,Q6638093; Q6638093,2
Q17203,Matsudaira Yoriyasu,[松平頼寧],6,1,Q6638494; Q6638494,2
Q17204,Matsudaira Yoriyuki,[松平頼如] daimyo of the middle Edo period; 2nd lord of Hitachi-Fuchu,7,2,Q6638530; Q6638530,2
Q17207,Maeda Tsunanori,Japanese daimyo of the early Edo period,24,9,Q841837; Q841837,2
Q17209,Yamanobe Yoshikata,,5,1,Q11471085; Q11471085,2
Q17210,Honda Masatoshi,Daimyo of Akashi and Mutsu-Okubo,3,2,Q8515533; Q8515533,2
Q17212,Hosokawa Tsunatoshi,26 Feb 1643 - 18 Dec 1714,8,2,Q11605971; Q11605971,2
Q17214,Okudaira Sadayoshi,,10,3,Q11445795; Q11445795,2
Q17216,Bin-hime,,7,0,Q11331070; Q11331070,2
Q17218,Okudaira Tadataka,,4,1,Q11445772; Q11445772,2
Q17220,Matsudaira Tadahiro,daimyo of the early Edo period,6,2,Q11239138; Q11239138,2
Q17221,Matsudaira Kiyomichi,,4,0,Q11530508; Q11530508,2
Q17226,Ikeda Tsuneoki,daimyo,22,10,Q1036482; Q1036482,2
Q17228,Ikeda Sen,Japanese female Samurai,10,2,Q16846524; Q16846524,2
Q17229,Ikeda Motosuke,samurai,17,9,Q837166; Q837166,2
Q17230,Ikeda Nagayoshi,daimyo (1570-1614) ; 1st lord of Tottori,10,5,Q11552181; Q11552181,2
Q17231,Ikeda Nagamasa,(1575-1607),5,4,Q11552186; Q11552186,2
Q17233,Ikeda Toshitaka,(1584-1616),9,4,Q11551736; Q11551736,2
Q17234,Ikeda Masatora,,6,2,Q11551934; Q11551934,2
Q17235,Ikeda Toshimasa,,2,1,Q11551734; Q11551734,2
Q17236,Princess Miho,Japanese princess,6,3,Q11354388; Q11354388,2
Q17237,Ikeda Nakamasa,,3,0,Q11551695; Q11551695,2
Q17240,Ikeda Masanao,,2,1,Q11551926; Q11551926,2
Q17241,Ikeda Masatake,,7,1,Q6529278; Q6529278,2
Q17243,Ikeda Masanari,,8,1,Q6529371; Q6529371,2
Q17244,Ikeda Takenori,,4,1,Q11551987; Q11551987,2
Q17247,Date Mitsumune,,8,0,Q11380696; Q11380696,2
Q17248,Ikeda Masatane,,7,1,Q6529295; Q6529295,2
Q17253,Asano Tsunaakira,Lord of Hiroshima Domain (1637-1673),12,6,Q2866311; Q2866311,2
Q17256,Asano Naganao,,2,0,Q11557428; Q11557428,2
Q17257,Asano Nagateru,,3,0,Q11557432; Q11557432,2
Q17259,Bessho Shigemune,,11,1,Q11396808; Q11396808,2
Q17260,Fukushima Masanori,daimyo who served as lord of the Hiroshima Domain,27,9,Q1194995; Q1194995,2
Q17261,Tsugaru Tamenobu,Japanese Daimyo,18,8,Q909029; Q909029,2
Q17262,Tatsu-hime,daughter of Ishida Mitsunari,7,2,Q11637854; Q11637854,2
Q17263,Tsugaru Tamemori,,4,1,Q11556423; Q11556423,2
Q17264,Tsugaru Nobuyoshi,Japanese Daimyo (1619-1655),16,8,Q838192; Q838192,2
Q17268,Matsudaira Yasuteru,,7,1,Q10791077; Q10791077,2
Q17269,Matsudaira Yasumasa,,5,1,Q10791066; Q10791066,2
Q17273,Matsudaira Yasunori,,2,0,Q128865510; Q128865510,2
Q17275,Ii Naochika,samurai who served the Imagawa clan,10,4,Q5994890; Q5994890,2
Q17276,Hiyo Okuyama,,10,0,Q28690189; Q28690189,2
Q17277,Ii Naotaka,daimyo who served under the Tokugawa shogunate,18,11,Q877175; Q877175,2
Q17280,Date Munetoki,,5,0,Q11380723; Q11380723,2
Q17281,Ujiyori Oomori,,5,2,Q11436379; Q11436379,2
Q17289,Nagao Tadakage,,6,2,Q3390342; Q3390342,2
Q17293,Nagao Kageharu,,12,1,Q247926; Q247926,2
Q17303,Sena Kazuhide,samurai of the late-Muromachi period,7,3,Q11566393; Q11566393,2
Q17305,Isshiki Yoshimichi,daimyo,15,8,Q6088226; Q6088226,2
Q17307,Miyoshino,,5,2,Q11560258; Q11560258,2
Q17308,Inaba Yoshimichi,samurai,13,9,Q6013318; Q6013318,2
Q17316,Rokkaku Yoshikata,daimyo,15,10,Q282529; Q282529,2
Q17317,Toki Yoritsugu,,7,2,Q11423414; Q11423414,2
Q17319,Toki Yorimoto,,4,1,Q11423406; Q11423406,2
Q17321,Toki Yorizumi,,7,2,Q11423418; Q11423418,2
Q17322,Akechi Mitsutsuna,samurai,13,9,Q4700561; Q4700561,2
Q17324,Omaki no Kata,Japanese woman,4,3,Q109918523; Q109918523,2
Q17327,Yutsumaki,,4,0,Q60986016; Q60986016,2
Q17328,Tsumaki Hiroko,(1550-1576),9,4,Q11447199; Q11447199,2
Q17329,Akechi Mitsuyoshi,Japanese Samurai,14,9,Q4700562; Q4700562,2
Q17330,Hosokawa Gracia,member of the Akechi family during the Sengoku period,28,8,Q256864; Q256864,2
Q17334,Oda Hideko,,8,2,Q11608404; Q11608404,2
Q17340,Akechi Mitsuyasu,,5,1,Q114342506; Q114342506,2
Q17344,Takeda Nobunaga,,5,1,Q6639996; Q6639996,2
Q17346,Takeda Mototsuna,,7,1,Q11546124; Q11546124,2
Q17347,Takeda Nobuhide,,6,1,Q11546102; Q11546102,2
Q17348,Takeda Nobukata,,3,1,Q11546114; Q11546114,2
Q17349,Nihonmatsu Murakuni,Japanese military commander,5,2,Q11371631; Q11371631,2
Q17351,Hatakeyama Yoshiari,,3,1,Q17229776; Q17229776,2
Q17352,Hatakeyama Yoshinari,Japanese samurai,14,7,Q11578676; Q11578676,2
Q17353,Hatakeyama Masanaga,Daimyo of the Hatakeyama clan,12,7,Q5680891; Q5680891,2
Q17354,Hatakeyama Masahisa,,4,1,Q11578640; Q11578640,2
Q17355,Shimazu Kunihisa,,7,2,Q11162389; Q11162389,2
Q17356,Shimazu Tomohisa,,7,3,Q11245032; Q11245032,2
Q17357,Shimazu Tatsuhisa,,5,1,Q11245262; Q11245262,2
Q17358,Shimazu Hisayasu,,6,1,Q11246255; Q11246255,2
Q17364,Kazan'in Mochitada,,5,2,Q11615304; Q11615304,2
Q17367,Ozuki no Chinobu,,3,1,Q108716775; Q108716775,2
Q17368,Maeno Tokimasa,Japanese military commander,3,1,Q108781653; Q108781653,2
Q17372,Satake Yoshisato,,3,1,Q11383476; Q11383476,2
Q17373,Satake Sukeyoshi,,3,1,Q11383411; Q11383411,2
Q17374,Satake Yoshimori,,3,1,Q11383456; Q11383456,2
Q17377,Konoe Seiben,,2,1,Q123406243; Q123406243,2
Q17384,Ojama Jasutomo,,7,0,Q11459910; Q11459910,2
Q17386,Hino Satoko,,3,1,Q111357011; Q111357011,2
Q17401,Niki Mitsunaga,samurai lord,4,2,Q11376399; Q11376399,2
Q17404,Hosokawa Masauji,,2,1,Q109362095; Q109362095,2
Q17412,Hosokawa Shigeyuki,,3,1,Q11605893; Q11605893,2
Q17413,Saionji Kinfuji,,6,0,Q7223250; Q7223250,2
Q17416,Kushihashi Koresada,,8,1,Q17228328; Q17228328,2
Q17417,Kodera Norimoto,,2,2,Q17216220; Q17216220,2
Q17418,Kodera Masamoto,daimyo,8,4,Q11459736; Q11459736,2
Q17429,Matsudaira Chikauji,samurai of the early Muromachi period; ancester of Tokugawa Ieyasu,7,3,Q11239169; Q11239169,2
Q17432,Suketou Karasumaru,,6,1,Q11567204; Q11567204,2
Q17436,Machi Hiromitsu,,3,0,Q11578238; Q11578238,2
Q17445,Settsu no Takachika,,4,3,Q20040954; Q20040954,2
Q17450,Tamemitsu Reizei,(1559-1619),5,3,Q11395359; Q11395359,2
Q17453,Tokudaiji Kintane,,6,1,Q11489575; Q11489575,2
Q17454,Hino Uchimitsu,,5,1,Q17225176; Q17225176,2
Q17455,Hosokawa Noriharu,shugo daimyo in the middle of the Muromachi period. 3rd generation of the Hosokawa Yashu family. Mamoru Shimono,3,2,Q17230241; Q17230241,2
Q17456,Hosokawa Masaharu,,4,3,Q11605902; Q11605902,2
Q17458,Koga Toyomichi,,6,2,Q27920526; Q27920526,2
Q17474,Hino Katsumitsu,,5,1,Q11510569; Q11510569,2
Q17481,Hino Shigemasa,,5,1,Q11510656; Q11510656,2
Q17483,Akamatsu Sadamura,,7,1,Q11635730; Q11635730,2
Q17484,Shoun-in,,4,1,Q28413816; Q28413816,2
Q17486,Hino Ako,,3,1,Q28413810; Q28413810,2
Q17488,Ashikaga Yoshitsuna,samurai,9,4,Q4805077; Q4805077,2
Q17489,"{'language': 'en', 'value': 'Sono Kuniko'}","{'language': 'en', 'value': 'court lady of Japanese emperor Go-Mizunoo. mother of emperor Reigen'}",20,4,Q11422782; Q11422782,2
Q17492,"{'language': 'en', 'value': 'Niinomiya'}","{'language': 'en', 'value': 'daughter of emperor Go-Mizunoo'}",7,2,Q19801638; Q19801638,2
Q17501,"{'language': 'en', 'value': 'Go-Sai'}","{'language': 'en', 'value': 'emperor of Japan'}",44,15,Q349414; Q349414,2
Q17502,"{'language': 'en', 'value': 'Kamo-no-miya'}","{'language': 'en', 'value': 'son of Japanese Emperor Go-Mizunoo'}",30,4,Q434130; Q434130,2
Q17504,"{'language': 'en', 'value': 'Takatsukasa Fusako'}","{'language': 'en', 'value': 'Japanese female empress'}",18,6,Q4949213; Q4949213,2
Q17507,"{'language': 'en', 'value': 'Atago Tomiko'}",,3,2,Q109307094; Q109307094,2
Q17509,"{'language': 'en', 'value': 'Higashikuze Hiroko'}",,7,1,Q109319102; Q109319102,2
Q17512,"{'language': 'en', 'value': 'Fuji-shikibu'}",,3,1,Q109320579; Q109320579,2
Q17513,"{'language': 'en', 'value': 'Irie Itsuko'}",,4,1,Q109322719; Q109322719,2
Q17515,"{'language': 'en', 'value': 'Matsumuro Atsuko'}",,4,1,Q11529529; Q11529529,2
Q17516,"{'language': 'en', 'value': 'Matsumuro Nakako'}",,3,1,Q109323035; Q109323035,2
Q17517,"{'language': 'en', 'value': ""Princess Ken'shi""}",,4,1,Q109304150; Q109304150,2
Q17524,"{'language': 'en', 'value': 'Kawabata Hideko'}",,3,0,Q109305266; Q109305266,2
Q17525,"{'language': 'en', 'value': 'Tokugawa Ietsugu'}","{'language': 'en', 'value': 'Tokugawa shogun (1709-1716)'}",40,19,Q366722; Q366722,2
Q17535,"{'language': 'en', 'value': 'Prince Eijin'}",,2,1,Q110592080; Q110592080,2
Q17563,"{'language': 'en', 'value': 'Konoe Hiroko'}","{'language': 'en', 'value': 'official wife of Tokugawa Ienobu (1666-1741)'}",17,4,Q5361863; Q5361863,2
Q17568,"{'language': 'en', 'value': ""Haruhito, Prince Kan'in""}","{'language': 'en', 'value': ""3rd head of Kan'in-no-miya. lived in Edo period""}",17,2,Q11655355; Q11655355,2
Q17579,"{'language': 'en', 'value': 'Tokudaiji Sanekata'}","{'language': 'en', 'value': '(1790-1858)'}",9,2,Q7140629; Q7140629,2
Q17585,"{'language': 'en', 'value': 'Tannyo'}",,4,1,Q6607384; Q6607384,2
Q17593,"{'language': 'en', 'value': 'Lady Shimazu'}",,3,1,Q110610032; Q110610032,2
Q17597,Hori Chikamasa,,4,1,Q11427759; Q11427759,2
Q17598,Horio Yasunaga,,2,1,Q119923203; Q119923203,2
Q17607,"{'language': 'en', 'value': 'Sono Mototaka'}",,2,1,Q109799130; Q109799130,2
Q17629,Saban,Korean Baekje dynasty king during 234,21,6,Q497460; Q497460,2
Q17630,Buyeo Ubok,4th century Korean Baekje royal prince,7,1,Q16184938; Q16184938,2
Q17632,Kim Soo-ryu,,3,0,Q28517179; Q28517179,2
Q17633,Beolhyu of Silla,king of Silla (r. 184–196),17,4,Q496592; Q496592,2
Q17634,Jima of Silla,King of the Korean Silla dynasty from 112 to 134,20,5,Q494883; Q494883,2
Q17635,Phu nhân Aelye,,3,0,Q84363404; Q84363404,2
Q17636,Naeryo Park,noblewoman,4,2,Q28501892; Q28501892,2
Q17637,Seok Seonghwa,,4,0,Q28777920; Q28777920,2
Q17638,,,2,0,Q84764622; Q84764622,2
Q17639,Wonseong of Silla,King of Silla,18,3,Q485591; Q485591,2
Q17640,Queen Changchang,,6,0,Q16167397; Q16167397,2
Q17641,Queen Wi,,5,0,Q84688387; Q84688387,2
Q17642,Jwaji of Geumgwan Gaya,ruler of Gaya,16,4,Q490888; Q490888,2
Q17645,Dugu,noblewoman; mother of Emperor Gaozu of Tang,10,6,Q4308657; Q4308657,2
Q17647,Li Cheng,older brother of Emperor Gaozu of Tang,11,2,Q11097327; Q11097327,2
Q17649,Princess Tong'an,full-sister of Emperor Gaozu of Tang,7,2,Q10917554; Q10917554,2
Q17650,Dou,"noblewoman; wife of Li Yuan, later Emperor Gaozu of Tang; CBDB ID=135646",14,11,Q4308218; Q4308218,2
Q17651,Yang-zhi,Chinese imperial concubine,6,2,Q15903178; Q15903178,2
Q17652,Wan-guifei,concubine of emperor Gaozu,6,3,Q8251363; Q8251363,2
Q17653,Consort Yin,concubine (defei) of Emperor Gaozu of Tang,7,3,Q8262885; Q8262885,2
Q17654,Consort Yuwen,concubine of emperor Gaozu,7,2,Q8251530; Q8251530,2
Q17655,Mo Lifang,concubine of emperor Gaozu,4,2,Q16076737; Q16076737,2
Q17656,Cui Shanggui,concubine of emperor Gaozu,5,2,Q8251601; Q8251601,2
Q17657,Consort Zhang,concubine (jiéyú) of Emperor Gaozu of Tang,7,3,Q8251583; Q8251583,2
Q17658,Xue Jieyu,concubine of emperor Gaozu,6,2,Q18118144; Q18118144,2
Q17661,Wei Guifei,Tang dynasty person CBDB = 149099,10,1,Q8251352; Q8251352,2
Q17662,Consort Yang,concubine of Emperor Taizong of Tang,15,11,Q8262893; Q8262893,2
Q17665,Yin Fei,,5,0,Q8251514; Q8251514,2
Q17666,"Nest King, Yang",,6,0,Q8251456; Q8251456,2
Q17667,Lady Wang,,13,0,Q8251372; Q8251372,2
Q17670,Li Kuan,Tang Dynasty prince,15,1,Q4308808; Q4308808,2
Q17673,Li You,Tang Dynasty prince,12,1,Q4308867; Q4308867,2
Q17674,Li Yin,Tang Dynasty prince,14,2,Q4308980; Q4308980,2
Q17676,Li Zhen,son of Emperor Taizong of Tang,19,3,Q4307810; Q4307810,2
Q17679,Li Xiao,,9,0,Q4309077; Q4309077,2
Q17680,Li Jian,son of Emperor Taizong of Tang,9,1,Q4309087; Q4309087,2
Q17681,Li Fu,son of Emperor Taizong of Tang and Consort Yang,20,2,Q4309099; Q4309099,2
Q17683,Princess Xiangcheng,princess of the Tang dynasty (died 651),7,1,Q4309207; Q4309207,2
Q17684,Princess Runan,tang dynasty princess (died 636),11,1,Q4309884; Q4309884,2
Q17685,Princess Nanping,,10,0,Q4309898; Q4309898,2
Q17686,Princess Sui'an,,9,0,Q4309903; Q4309903,2
Q17688,Princess Yuzhang,,7,0,Q4309916; Q4309916,2
Q17689,Princess Baling,,7,1,Q4309922; Q4309922,2
Q17690,Princess Pu'an,daughter of Emperor Taizong of Tang,7,2,Q4309933; Q4309933,2
Q17691,Princess Dongyang,,7,0,Q4309944; Q4309944,2
Q17693,Li Jing,Princess Qinghe,9,2,Q4309969; Q4309969,2
Q17694,Li Shu,Princess Lanling,12,2,Q4309987; Q4309987,2
Q17695,Princess Jin'an,,6,0,Q4310027; Q4310027,2
Q17696,Princess Ankang,,6,0,Q4310040; Q4310040,2
Q17697,Princess Xinxing,,6,0,Q4310055; Q4310055,2
Q17698,Princess Chengyang,,12,0,Q4310073; Q4310073,2
Q17699,Princess Gaoyang,Tang dynasty princess,9,2,Q4310081; Q4310081,2
Q17700,Princess Jinshan,daughter of the Emperor Taizong of Tang,7,2,Q4310088; Q4310088,2
Q17701,Li Mingda,Princess Jinyang,9,2,Q4310095; Q4310095,2
Q17702,Princess Changshan,daughter of Emperor Taizong of Tang,6,1,Q4310103; Q4310103,2
Q17703,Princess Xincheng,"princess of tang dynasty, born 634",7,1,Q4310113; Q4310113,2
Q17704,Princess Zhao,wife of Emperor Zhongzong of Tang,9,5,Q8255026; Q8255026,2
Q17705,Chai Shao,military leader,20,3,Q5067754; Q5067754,2
